permco_1,permco_2,ssd,comnam_1,ticker_1,comnam_2,ticker_2
32092,53975,1.4132811104805416,MERITOR INC,MTOR,RADIANT LOGISTICS INC,RLGT
1285,55454,1.4140642112061743,DELUXE CORP,DLX,AVALO THERAPEUTICS INC,AVTX
12938,55901,1.4152066249768902,MOTORCAR PARTS OF AMERICA INC,MPAA,WARRIOR MET COAL INC,HCC
655,44184,1.4175354059338738,BIO RAD LABORATORIES INC,BIO,MOLINA HEALTHCARE INC,MOH
56019,56130,1.4196125556102237,BLUEGREEN VACATIONS HOLDING CORP,BVH,BLUEGREEN VACATIONS CORP,BXG
14355,55625,1.4223838070298598,OHIO VALLEY BANC CORP,OVBC,TACTILE SYSTEMS TECHNOLOGY INC,TCMD
20659,55886,1.4231395541779333,EQUIFAX INC,EFX,HAMILTON LANE INC,HLNE
10992,54841,1.4258868317349327,ADTALEM GLOBAL EDUCATION INC,ATGE,HERITAGE INSURANCE HOLDINGS INC,HRTG
13979,55557,1.4282776213117097,PEDIATRIX MEDICAL GROUP INC,MD,INGEVITY CORP,NGVT
11879,46889,1.4361704675038771,ULTRALIFE CORP,ULBI,TREEHOUSE FOODS INC,THS
8299,53247,1.4435538753485495,ASTEC INDUSTRIES INC,ASTE,ECHO GLOBAL LOGISTICS INC,ECHO
12863,16285,1.4437247003737277,TRACTOR SUPPLY CO NEW,TSCO,EBAY INC,EBAY
13739,22095,1.4440399422148296,HARMONIC INC,HLIT,TREDEGAR CORP,TG
7914,13294,1.4487652296813702,ARK RESTAURANTS CORP,ARKR,PATRIOT NATIONAL BANCORP INC,PNBK
11963,16080,1.4515964898231035,I E C ELECTRONICS CORP NEW,IEC,AMKOR TECHNOLOGY INC,AMKR
10544,53439,1.4534520701247424,TETRA TECHNOLOGIES INC,TTI,Q E P RESOURCES INC,QEP
12846,16650,1.4543759344759208,D S P GROUP INC,DSPG,N I C INC,EGOV
15934,56569,1.458553519752014,PERDOCEO EDUCATION CORP,PRDO,PHASEBIO PHARMACEUTICALS INC,PHAS
13603,52907,1.4618291268324546,DOLLAR TREE INC,DLTR,TRIPLE S MANAGEMENT CORP,GTS
2367,3262,1.463205356437449,INTEL CORP,INTC,NATIONAL SECURITY GROUP INC,NSEC
12793,56160,1.4636445162170983,STEEL CONNECT INC,STCN,STERLING BANCORP INC,SBT
9312,55595,1.4708483992426076,EBIX INC,EBIX,ATKORE INC,ATKR
14046,46857,1.4729369940949528,POOL CORP,POOL,L H C GROUP,LHCG
8674,20371,1.47456024503617,FIRST CITIZENS BANCSHARES INC NC,FCNCA,C T S CORP,CTS
14905,55386,1.475488450248162,OPTION CARE HEALTH INC,OPCH,PLANET FITNESS INC,PLNT
16127,31780,1.4777494458494056,CLARUS CORP,CLAR,PENSKE AUTOMOTIVE GROUP INC,PAG
677,15568,1.4811071335201822,EARTHSTONE ENERGY INC,ESTE,D X P ENTERPRISES INC,DXPE
17205,56085,1.4833712370407728,T K O GROUP HOLDINGS INC,TKO,CARGURUS INC,CARG
52793,56275,1.4942877632882023,C V R ENERGY,CVI,MOTUS GI HOLDINGS INC,MOTS
3236,54866,1.4962297713862815,G P STRATEGIES CORP,GPX,QUEST RESOURCE HOLDING CORP,QRHC
6262,54287,1.497987428287951,CARDINAL HEALTH INC,CAH,ABBVIE INC,ABBV
15826,27626,1.499367902098164,CHARLES & COLVARD LTD,CTHR,MOVADO GROUP INC,MOV
3772,15678,1.5011637626411611,UNITED STATES LIME MINERALS INC,USLM,PRICESMART INC,PSMT
12499,12569,1.5015745425331106,ACTIVISION BLIZZARD INC,ATVI,HAIN CELESTIAL GROUP INC,HAIN
11099,55236,1.5025747294649512,EZCORP INC,EZPW,VIKING THERAPEUTICS INC,VKTX
52762,55461,1.5048954309922409,TERADATA CORP DE,TDC,SYNLOGIC INC,SYBX
54718,55337,1.505932733737403,GLYCOMIMETICS INC,GLYC,UNIVAR SOLUTIONS INC,UNVR
15529,31806,1.5072417352546128,INTEST CORP,INTT,E W SCRIPPS CO,SSP
55373,56516,1.5076245497999643,XCEL BRANDS INC,XELB,BANK7 CORP,BSVN
53461,55900,1.5079745522861008,ENVESTNET INC,ENV,YEXT INC,YEXT
21128,45536,1.5081063234061491,M B I A INC,MBI,NEPHROS INC,NEPH
14923,54658,1.518208033881845,TRANSACT TECHNOLOGIES INC,TACT,N M I HOLDINGS INC,NMIH
7119,56915,1.5205734847549777,AMERICAN SHARED HOSPITAL SVCS,AMS,METROCITY BANKSHARES INC,MCBS
8476,43688,1.5307886323819595,ADOBE INC,ADBE,CEVA INC,CEVA
7992,23373,1.5375152633795628,ROCKY MOUNTAIN CHOC FAC INC NEW,RMCF,REVLON INC,REV
11161,52120,1.5390748771618346,OLD DOMINION FREIGHT LINE INC,ODFL,T MOBILE U S INC,TMUS
10594,20518,1.5414048630460364,AUTONATION INC DEL,AN,COOPER TIRE & RUBBER CO,CTB
54139,55370,1.5451704309507646,PALO ALTO NETWORKS INC,PANW,RAPID7 INC,RPD
44999,56673,1.5486830328027568,SIGNATURE BANK NEW YORK N Y,SBNY,LYFT INC,LYFT
37524,54868,1.5490376847026706,PIXELWORKS INC,PXLW,SCYNEXIS INC,SCYX
14398,16581,1.562617312479405,S P A R GROUP INC,SGRP,GREAT ELM GROUP INC,GEG
176,56355,1.5635174918494783,C E C O ENVIRONMENTAL CORP,CECO,EVO PAYMENTS INC,EVOP
14374,55270,1.5656619711753006,LIFECORE BIOMEDICAL INC,LFCR,COLLEGIUM PHARMACEUTICAL INC,COLL
54410,56453,1.5658526859898152,EPIZYME INC,EPZM,CRINETICS PHARMACEUTICALS INC,CRNX
54351,54736,1.5695244066518743,ENANTA PHARMACEUTICALS INC,ENTA,EAGLE PHARMACEUTICALS INC,EGRX
12835,52268,1.570727027788539,SIGMATRON INTERNATIONAL INC,SGMA,J M P GROUP LLC,JMP
53704,56962,1.577392844497968,SERVICESOURCE INTERNATIONAL INC,SREV,HESS MIDSTREAM L P,HESM
11806,14659,1.580293872139149,LIGAND PHARMACEUTICALS INC,LGND,NEUROCRINE BIOSCIENCES INC,NBIX
9476,41980,1.5808029788330191,NATURAL ALTERNATIVES INTL INC,NAII,OMNICELL INC,OMCL
29930,56485,1.5820081919488973,TALOS ENERGY INC,TALO,K L X ENERGY SERVICES HDGS INC,KLXE
14013,15436,1.5865038706026098,ERIE INDEMNITY CO,ERIE,TAKE TWO INTERACTIVE SOFTWR INC,TTWO
53440,56863,1.5917037568205412,SIX FLAGS ENTERTAINMENT CORP,SIX,KURA SUSHI USA INC,KRUS
1686,55110,1.5919525340473872,FREQUENCY ELECTRONICS INC,FEIM,FIBROGEN INC,FGEN
32108,51448,1.5935895411400618,INNOVEX INTERNATIONAL INC,INVX,GLOBALSTAR INC,GSAT
1239,55614,1.602235392418442,DATA I O CORP,DAIO,SIMPLY GOOD FOODS CO,SMPL
8551,54824,1.605010206929854,P A M T CORP,PAMT,NAVIENT CORP,NAVI
52381,56102,1.6060601355627977,COMSCORE INC,SCOR,OPTINOSE INC,OPTN
11270,55925,1.6101703502311988,P H X MINERALS INC,PHX,PEABODY ENERGY CORP NEW,BTU
16310,54284,1.632940364013333,FEDNAT HOLDING CO,FNHC,AMERICAN COASTAL INSURANCE CORP,ACIC
7064,15560,1.6413174907625288,SHYFT GROUP INC,SHYF,HESKA CORP,HSKA
6244,46668,1.6486852649151202,AMTECH SYSTEMS INC,ASYS,COFFEE HOLDING CO INC,JVA
11454,12339,1.652842178454143,CORNERSTONE BUILDING BRANDS INC,CNR,MONARCH CASINO & RESORT INC,MCRI
20582,55930,1.6554555977467214,DIEBOLD NIXDORF INC,DBD,CARS COM INC,CARS
36370,54146,1.6587237029219095,E V I INDUSTRIES INC,EVI,FIVE BELOW INC,FIVE
11960,56704,1.6597859417145755,UNIVERSAL ELECTRONICS INC,UEIC,HOOKIPA PHARMA INC,HOOK
15939,56084,1.671779998346022,MERCURY SYSTEMS INC,MRCY,SWITCH INC,SWCH
20257,52301,1.6860883064426797,BALL CORP,BALL,INSULET CORP,PODD
55088,56230,1.6883780230862766,ASHFORD INC,AINC,TARGET HOSPITALITY CORP,TH
22200,52251,1.6946278047830372,ABERCROMBIE & FITCH CO,ANF,C A I INTERNATIONAL INC,CAI
11064,56221,1.6956647806912963,ASENSUS SURGICAL INC,ASXC,PLAYAGS INC,AGS
52520,56633,1.7069433582628548,D H I GROUP INC,DHX,GOSSAMER BIO INC,GOSS
15758,21893,1.7096394280556604,CH ROBINSON WORLDWIDE INC,CHRW,WATSCO INC,WSO
34633,53403,1.714329708114933,I E S HOLDINGS INC,IESC,R1 R C M INC NEW,RCM
12484,54336,1.7145715916639708,DECKERS OUTDOOR CORP,DECK,ARTISAN PARTNERS ASSET MGMT INC,APAM
1632,54224,1.7207953694314884,FARMER BROTHERS CO,FARM,INTERCEPT PHARMACEUTICALS INC,ICPT
35037,54109,1.7216677134575418,TREX COMPANY INC,TREX,SERVICENOW INC,NOW
53585,55938,1.721668820722914,ZOGENIX INC,ZGNX,ENDRA LIFE SCIENCES INC,NDRA
37956,54433,1.7249230691976545,S M T C CORP,SMTX,NEWS CORP NEW,NWS
55113,56896,1.740671188637098,SYNEOS HEALTH INC,SYNH,BELLRING BRANDS INC,BRBR
21245,54920,1.7410754320152215,N L INDUSTRIES INC,NL,TERMINIX GLOBAL HOLDINGS INC,TMX
11358,53017,1.7500790451104735,SCHOLASTIC CORP,SCHL,VERSO CORP,VRS
20566,56721,1.7542879437547458,DEERE & CO,DE,AVANTOR INC,AVTR
52977,54542,1.7633189883447198,NORTHERN OIL & GAS INC,NOG,RING ENERGY INC,REI
2949,32014,1.7665451883082672,MILLERKNOLL INC,MLKN,STARTEK INC,SRT
17300,45191,1.7758024402116297,AKAMAI TECHNOLOGIES INC,AKAM,ALNYLAM PHARMACEUTICALS INC,ALNY
4255,45695,1.7793907666170732,BIGLARI HOLDINGS INC,BH,MOSAIC CO NEW,MOS
11440,42540,1.781879537072624,I C U MEDICAL INC,ICUI,CENTENE CORP DEL,CNC
37913,53688,1.785962079610917,AXCELIS TECHNOLOGIES INC,ACLS,APOLLO GLOBAL MANAGEMENT INC NEW,APO
5974,34680,1.7932612248492972,VALUE LINE INC,VALU,COMPX INTERNATIONAL INC,CIX
21121,54368,1.8006659793100153,LOUISIANA PACIFIC CORP,LPX,TAYLOR MORRISON HOME CORP,TMHC
11617,56774,1.801577415824912,CENTRAL GARDEN & PET CO,CENT,GROCERY OUTLET HOLDING CORP,GO
54466,55403,1.8033279800349973,CLEARWAY ENERGY INC,CWEN,P J T PARTNERS INC,PJT
55667,55676,1.8085311977269936,AIRGAIN INC,AIRG,DELL TECHNOLOGIES INC,DELL
12009,55369,1.8088856235734572,AVID TECHNOLOGY INC,AVID,B RILEY FINANCIAL INC,RILY
4815,30033,1.8171980731013,VILLAGE SUPER MARKET INC,VLGEA,INCYTE CORP,INCY
54355,56118,1.818989363425361,N V 5 GLOBAL INC,NVEE,EVOQUA WATER TECHNOLOGIES CORP,AQUA
55876,56122,1.840992691054253,MATINAS BIOPHARMA HOLDINGS INC,MTNB,CONSOL ENERGY INC NEW,CEIX
9798,55351,1.8464507019543697,O D P CORP,ODP,SIERRA ONCOLOGY INC,SRRA
44631,55982,1.850930408220212,ADEIA INC,ADEA,BOSTON OMAHA CORP,BOC
11001,21696,1.851386826193096,STATE AUTO FINANCIAL CORP,STFC,ASCENT INDUSTRIES CO,ACNT
54436,54907,1.854554061955127,P T C THERAPEUTICS INC,PTCT,ARISTA NETWORKS INC,ANET
7029,44699,1.8703488982493783,INVACARE CORP,IVC,AMERICAN EQUITY INVT LIFE HLDG C,AEL
54828,56149,1.8715067170264343,FUNDAMENTAL GLOBAL INC,FGF,X4 PHARMACEUTICALS INC,XFOR
3741,56345,1.8735910031931455,QUAKER CHEMICAL CORP,KWR,DAYFORCE INC,DAY
21541,56392,1.8771804135332848,RYDER SYSTEMS INC,R,VEONEER INC,VNE
44727,55317,1.8901170444802475,UNIVERSAL TECHNICAL INSTITUTE IN,UTI,PALVELLA THERAPEUTICS INC,PVLA
65,54344,1.8911407919139624,B K TECHNOLOGIES CORP,BKTI,MODEL N INC,MODN
11512,55290,1.8956649534028236,ARCBEST CORP,ARCB,CHEMOURS CO,CC
9899,14470,1.9005410425232776,AVID BIOSERVICES INC,CDMO,P R G X GLOBAL INC,PRGX
53622,55327,1.9037027815937944,WALKER & DUNLOP INC,WD,GLAUKOS CORP,GKOS
9146,35177,1.905330919862872,IMMUCELL CORP,ICCC,LENNOX INTERNATIONAL INC,LII
54782,55347,1.9065759336575008,BIO PATH HOLDINGS INC,BPTH,CONFORMIS INC,CFMS
53389,55742,1.9092116009167373,CODEXIS INC,CDXS,ORGANOGENESIS HOLDINGS INC,ORGO
10634,46692,1.9094770215672825,XILINX INC,XLNX,MORNINGSTAR INC,MORN
54194,55490,1.91148515790672,LIFEVANTAGE CORP,LFVN,VOYAGER THERAPEUTICS INC,VYGR
54331,55979,1.91159852347171,HARROW INC,HROW,ATHENEX INC,ATNX
21526,31208,1.915488102324796,ROGERS CORP,ROG,WATERS CORP,WAT
55517,56499,1.9171374938897168,WELBILT INC,WBT,EVENTBRITE INC,EB
46102,56978,1.9250775125008357,W & T OFFSHORE INC,WTI,MONOPAR THERAPEUTICS INC,MNPR
13338,54440,1.92814380896878,T E S S C O TECHNOLOGIES INC,TESS,AIR INDUSTRIES GROUP,AIRI
41393,56094,1.928438577763182,UNITED BANCSHARES INC,UBOH,FIDELITY D & D BANCORP INC,FDBC
54162,54299,1.930602760888088,BLOOMIN BRANDS INC,BLMN,BRISTOW GROUP INC,VTOL
5253,53938,1.931643710731958,NAPCO SECURITY TECHNOLOGIES INC,NSSC,CIVITAS RESOURCES INC,CIVI
55102,55795,1.9325218622185456,ADMA BIOLOGICS INC,ADMA,MARKER THERAPEUTICS INC,MRKR
1892,32111,1.935775247283329,GAP INC,GAP,GROUP 1 AUTOMOTIVE INC,GPI
8839,55684,1.936452792984367,AXOGEN INC,AXGN,ADVANSIX INC,ASIX
9522,20913,1.936563755319377,INGLES MARKETS INC,IMKTA,HILL ROM HOLDINGS INC,HRC
3160,55241,1.9367920758663808,NORDSON CORP,NDSN,GODADDY INC,GDDY
11871,54717,1.938382563975669,H M S HOLDINGS CORP,HMSY,DICERNA PHARMACEUTICALS INC,DRNA
22462,55577,1.9401650737537235,O I GLASS INC,OI,G M S INC,GMS
13036,54476,1.9409876673067792,NEKTAR THERAPEUTICS,NKTR,AGIOS PHARMACEUTICALS INC,AGIO
55062,56542,1.9419489779273864,BRIGHTSPHERE INVESTMENT GRP INC,BSIG,YETI HOLDINGS INC,YETI
54213,55095,1.942416354091316,WORKDAY INC,WDAY,NEVRO CORP,NVRO
8909,56911,1.950561200292147,PSYCHEMEDICS CORP,PMD,PARANOVUS ENTERTAINMENT TECH LTD,PAVS
20642,54657,1.9548405715088708,MERITAGE HOMES CORP,MTH,L G I HOMES INC,LGIH
16415,54960,1.9552987509174629,MANNATECH INC,MTEX,EL POLLO LOCO HOLDINGS INC,LOCO
12015,29432,1.9560527266967664,SHOE CARNIVAL INC IN,SCVL,TOPGOLF CALLAWAY BRANDS CORP,MODG
12036,51811,1.9601212160017891,CHICOS FAS INC,CHS,NATIONAL CINEMEDIA INC,NCMI
12541,42651,1.9663602905791977,GIBRALTAR INDUSTRIES INC,ROCK,SYNAPTICS INC,SYNA
21037,25865,1.9691648129032016,K B HOME,KBH,JACK IN THE BOX INC,JACK
52958,54809,1.971918981491773,IRIDIUM COMMUNICATIONS INC,IRDM,MOELIS & CO,MC
45871,47220,1.977626986369518,ORMAT TECHNOLOGIES INC,ORA,LESAKA TECHNOLOGIES INC,LSAK
11300,42769,1.9804348073457816,GILEAD SCIENCES INC,GILD,COGENT COMMUNICATIONS HLDS INC,CCOI
53987,55084,1.9844124545351676,MATADOR RESOURCES CO,MTDR,SIENTRA INC,SIEN
55013,55866,1.9876650405171692,MEDLEY MANAGEMENT INC,MDLY,NEXTRIP INC,NTRP
11225,43253,1.988542884691832,WORLD ACCEPTANCE CORP,WRLD,HOOKER FURNISHINGS CORP,HOFT
12654,54980,1.9954632937354448,LAUREATE EDUCATION INC,LAUR,INTERSECT E N T INC,XENT
3302,55225,1.9973509607326487,TEREX CORP NEW,TEX,KALVISTA PHARMACEUTICALS INC,KALV
55187,55477,1.999820711776465,VOLITIONRX LTD,VNRX,AXSOME THERAPEUTICS INC,AXSM
50314,54077,2.0106161708606978,KOPPERS HOLDINGS INC,KOP,TILLYS INC,TLYS
14863,37932,2.012636253396574,T T E C HOLDINGS INC,TTEC,ENTEGRIS INC,ENTG
55429,56804,2.0126603244348646,PURE STORAGE INC,PSTG,HEALTH CATALYST INC,HCAT
54556,56231,2.012680055580113,MANDIANT INC,MNDT,EYENOVIA INC,EYEN
7623,9418,2.03218982793422,AUTODESK INC,ADSK,SECURITY NATIONAL FINANCIAL CORP,SNFCA
21326,43014,2.041993622356961,FIRSTENERGY CORP,FE,LANNETT CO INC,LCI
55906,56803,2.045708895079557,CLOUDERA INC,CLDR,MEDALLIA INC,MDLA
20981,55513,2.047151760100092,GRIFFON CORP,GFF,G C P APPLIED TECHNOLOGIES INC,GCP
13966,54793,2.050108897754946,AUBURN NATIONAL BANCORP,AUBN,PULMATRIX INC,PULM
20541,54706,2.050151201524623,CUBIC CORP,CUB,SANTANDER CONSUMER USA HLDGS INC,SC
13753,51651,2.0533288184768352,RESMED INC,RMD,AEROVIRONMENT INC,AVAV
2089,55114,2.0585625926905204,HAVERTY FURNITURE COS INC,HVT,JOINT CORP,JYNT
54744,55827,2.0648953684781435,PHIO PHARMACEUTICALS CORP,PHIO,SENESTECH INC,SNES
55718,56210,2.082837961988887,ALCOA CORP,AA,LIBERTY ENERGY INC,LBRT
2075,56062,2.0939997174439684,HAEMONETICS CORP MASS,HAE,KRYSTAL BIOTECH INC,KRYS
17314,55124,2.096141371767384,KRATOS DEFENSE & SECUR SOLS INC,KTOS,UPLAND SOFTWARE INC,UPLD
16666,37682,2.1016941028419747,VERADIGM INC,MDRX,VISTEON CORP,VC
20463,21286,2.11576561570509,CLOROX CO,CLX,NEWMONT CORP,NEM
52408,56440,2.12110891686671,P R O S HOLDINGS INC,PRO,RUBIUS THERAPEUTICS INC,RUBY
54737,56359,2.123233671949328,FLEXION THERAPEUTICS INC,FLXN,GREENSKY INC,GSKY
53386,53483,2.1293226809339254,ALIMERA SCIENCES INC,ALIM,GOLD RESOURCE CORP,GORO
8278,10563,2.133157503299773,DAILY JOURNAL CORP,DJCO,KEMPER CORP DE,KMPR
13790,56522,2.142209127504602,DISH NETWORK CORP,DISH,P A E INC,PAE
56585,56837,2.147674879774348,AVALON GLOBOCARE CORP,ALBT,EXICURE INC,XCUR
11432,47883,2.1503650351162698,MICROBOT MEDICAL INC,MBOT,STRATA SKIN SCIENCES INC,SSKN
13539,53082,2.156507707397632,AZENTA INC,AZTA,M Y R GROUP INC DE,MYRG
2709,7506,2.164510247810512,LOWES COMPANIES INC,LOW,BEST BUY COMPANY INC,BBY
2577,52278,2.167517082934197,PRIMEENERGY RESOURCES CORP,PNRG,GENESIS HEALTHCARE INC,GEN
54656,56571,2.169267190861564,DEL TACO RESTAURANTS INC,TACO,SI BONE INC,SIBN
6104,54898,2.171289901988908,P & F INDUSTRIES INC,PFIN,RADIUS HEALTH INC,RDUS
7,56432,2.1794424715393226,APPLE INC,AAPL,VERTIV HOLDINGS CO,VRT
14889,16367,2.1863392654087352,AWARE INC,AWRE,FIRST CAPITAL INC,FCAP
250,56223,2.197459185279292,NATURES SUNSHINE PRODUCTS INC,NATR,RANPAK HOLDINGS CORP,PACK
56672,56676,2.20405446364039,DESKTOP METAL INC,DM,CANOO INC,GOEV
21900,54513,2.206449127900493,WEIS MARKETS INC,WMK,SPROUTS FARMERS MARKET INC,SFM
17664,54333,2.214293816536345,NETSOL TECHNOLOGIES INC,NTWK,ORAMED PHARMACEUTICALS INC,ORMP
15374,56897,2.217505996864344,EMCORE CORP,EMKR,PROGYNY INC,PGNY
737,11204,2.2217588663271526,CAL MAINE FOODS INC,CALM,A T N INTERNATIONAL INC,ATNI
55911,56125,2.2222690001331777,SELECT WATER SOLUTIONS INC,WTTR,ALLENA PHARMACEUTICALS INC,ALNA
10545,20018,2.251286760673503,VICOR CORP,VICR,ABIOMED INC,ABMD
45879,54931,2.25628822109779,MONOLITHIC PWR SYS INC,MPWR,CATALENT INC,CTLT
5674,56588,2.25853505264185,PROG HOLDINGS INC,PRG,ETON PHARMACEUTICALS INC,ETON
56049,56314,2.264704217376451,MUSTANG BIO INC,MBIO,ZUORA INC,ZUO
4246,54548,2.2815579402511754,MCEWEN MINING INC,MUX,APPLIED OPTOELECTRONICS INC,AAOI
20221,56909,2.316102969421669,ARCH RESOURCES INC,ARCH,DIRTT ENVIRONMENTAL SOLUTNS LTD,DRTT
7329,13398,2.323014021682695,TRIO TECH INTL,TRT,ASPEN TECHNOLOGY INC,AZPN
54996,56473,2.3298511179137047,OTONOMY INC,OTIC,SONOS INC,SONO
2545,55167,2.3359002481085023,HALLADOR ENERGY CO,HNRG,AVINGER INC,AVGR
53284,54369,2.3385663668932235,CHINA X D PLASTICS CO LTD,CXDC,THERAPEUTICSMD INC,TXMD
21629,49994,2.356020530907865,SMUCKER J M CO,SJM,CORE MARK HOLDING CO INC,CORE
676,45478,2.3601942976274817,BASSETT FURNITURE INDUSTRIES INC,BSET,COMMERCIAL VEHICLE GROUP INC,CVGI
55704,56444,2.36315236850608,E L F BEAUTY INC,ELF,FOCUS FINANCIAL PARTNERS INC,FOCS
50000,54763,2.370246453338241,LORAL SPACE & COMMUNICATIONS INC,LORL,QUOTIENT TECHNOLOGY INC,QUOT
15507,53286,2.371787634917916,SAREPTA THERAPEUTICS INC,SRPT,FORTINET INC,FTNT
27849,56087,2.3737776073892096,CHURCHILL DOWNS INC,CHDN,NATIONAL VISION HOLDINGS INC,EYE
13524,54673,2.3741373896620743,UPBOUND GROUP INC,UPBD,LIQTECH INTERNATIONAL INC,LIQT
55580,55672,2.397826064250796,SITEONE LANDSCAPE SUPPLY INC,SITE,MEDPACE HOLDINGS INC,MEDP
53467,56007,2.3988566409788104,QUAD GRAPHICS INC,QUAD,CONCRETE PUMPING HOLDINGS INC,BBCP
53931,54427,2.40136526336871,CLOVIS ONCOLOGY INC,CLVS,ESPERION THERAPEUTICS INC NEW,ESPR
53561,56099,2.4106776134432955,REPOSITRAK INC,TRAK,ORTHOPEDIATRICS CORP,KIDS
11830,56546,2.412010097401901,PERMA FIX ENVIRONMENTAL SVCS INC,PESI,EQUITRANS MIDSTREAM CORP,ETRN
20584,53546,2.414077675117137,DILLARDS INC,DDS,VERA BRADLEY INC,VRA
30897,34707,2.415045257302049,GLOBAL INDUSTRIAL CO,GIC,WADDELL & REED FINANCIAL INC,WDR
55129,56036,2.4302371418445903,LENDINGCLUB CORP,LC,RANGER ENERGY SERVICES INC,RNGR
30940,50869,2.431963176745631,GRAFTECH INTERNATIONAL LTD NEW,EAF,CARDIOVASCULAR SYSTEMS INC DEL,CSII
10020,13252,2.435086271169823,CHAMPIONS ONCOLOGY INC,CSBR,ADTRAN HOLDINGS INC,ADTN
6616,54713,2.4369354885021397,HEALTHCARE SERVICES GROUP INC,HCSG,CARA THERAPEUTICS INC,CARA
54748,55909,2.44287242252292,VARONIS SYSTEMS INC,VRNS,FLOOR & DECOR HOLDINGS INC,FND
41562,54851,2.454485420940231,AXON ENTERPRISE INC,AXON,ZENDESK INC,ZEN
3580,51803,2.454751764048716,AGILYSYS INC,AGYS,ACCURAY INC DE,ARAY
50864,51792,2.4685232315324943,LUNA INNOVATIONS INC,LUNA,INFORMATION SERVICES GROUP INC,III
11923,15697,2.46870921455801,VAALCO ENERGY INC,EGY,CHILDRENS PLACE INC,PLCE
21280,55298,2.4728165381424496,NEW YORK TIMES CO,NYT,APPFOLIO INC,APPF
10467,54844,2.4955998076706782,ICONIX BRAND GROUP INC,ICON,DNOW INC,DNOW
43145,53965,2.499487491348148,NETFLIX INC,NFLX,ZYNGA INC,ZNGA
41820,53682,2.5038094374935413,P D F SOLUTIONS INC,PDFS,PACIRA BIOSCIENCES INC,PCRX
44633,51546,2.505553123145323,D Z S INC,DZSI,ALTRA INDUSTRIAL MOTION CORP,AIMC
45058,55355,2.5063157146116666,SAVARA INC,SVRA,KIORA PHARMACEUTICALS INC,KPRX
51993,55608,2.513126907781772,G S I TECHNOLOGY INC,GSIT,KADMON HOLDINGS INC,KDMN
16587,52840,2.521806663269356,UNITED THERAPEUTICS CORP,UTHR,M S C I INC,MSCI
56046,56053,2.532411695680209,EASTSIDE DISTILLING INC,EAST,CYNERGISTEK INC,CTEK
11011,52677,2.532674275450996,STERLING CONSTRUCTION CO INC,STRL,VIRTUSA CORP,VRTU
14382,55864,2.5369384060866413,ANDERSONS INC,ANDE,RAMACO RESOURCES INC,METC
37167,54684,2.5378150503586823,LEXICON PHARMACEUTICALS INC,LXRX,META MATERIALS INC,MMAT
29717,50293,2.5412504333811894,CHART INDUSTRIES INC,GTLS,CROCS INC,CROX
46110,54363,2.547620190573614,EYEPOINT PHARMACEUTICALS INC,EYPT,INSPIREMD INC,NSPR
21258,55538,2.552098026634668,TENET HEALTHCARE CORP,THC,VIEWRAY INC,VRAY
20763,41154,2.552781904674499,FREEPORT MCMORAN INC,FCX,ALIGN TECHNOLOGY INC,ALGN
50594,55026,2.571534641593453,LAKE SHORE BANCORP INC,LSBK,G W G HOLDINGS INC,GWGH
4340,52847,2.5734847374309333,SILVERBOW RESOURCES INC,SBOW,SANDRIDGE ENERGY INC,SD
56649,56790,2.578548499845843,HOTH THERAPEUTICS INC,HOTH,ARTELO BIOSCIENCES INC,ARTL
14394,56400,2.588065210655188,ALEXION PHARMACEUTICALS INC,ALXN,HIREQUEST INC,HQI
1186,56307,2.601199839536432,COMPUTER TASK GROUP INC,CTG,RAFAEL HOLDINGS INC,RFL
54064,56511,2.621607241298066,SPLUNK INC,SPLK,MOMENTIVE GLOBAL INC,MNTV
4998,54595,2.633562167009423,WEST PHARMACEUTICAL SERVICES INC,WST,VEEVA SYSTEMS INC,VEEV
52858,54638,2.6390553162588155,ENSIGN GROUP INC,ENSG,TWITTER INC,TWTR
55200,55700,2.6524772424927976,ANTERIX INC,ATEX,TABULA RASA HEALTHCARE INC,TRHC
54653,55082,2.6544885217645504,HOUGHTON MIFFLIN HARCOURT CO,HMHC,DAVE & BUSTERS ENTERTAINMENT INC,PLAY
4825,55907,2.655446332287248,VOLT INFORMATION SCIENCES INC,VOLT,ELEVATE CREDIT INC,ELVT
5130,55377,2.6603646467264213,ARGAN INC,AGX,OOMA INC,OOMA
44619,51565,2.661414600473941,CONNS INC,CONN,CARROLS RESTAURANT GROUP INC,TAST
44168,53077,2.678649047998988,CAVCO INDUSTRIES INC DEL,CVCO,LENDINGTREE INC,TREE
34941,56365,2.6790152725715632,NETWORK 1 TECHNOLOGIES INC,NTIP,CONSTRUCTION PARTNERS INC,ROAD
54714,56608,2.6843236848924934,EIGER BIOPHARMACEUTICALS INC,EIGR,RENOVARO INC,RENB
13407,14977,2.707572810994709,HUDSON TECHNOLOGIES INC,HDSN,SPECTRUM PHARMACEUTICALS INC,SPPI
55042,55563,2.7223372843241624,BOOT BARN HOLDINGS INC,BOOT,A L J REGIONAL HOLDINGS INC,ALJJ
27333,55697,2.72412041609842,DAWSON GEOPHYSICAL CO NEW,DWSN,NUTANIX INC,NTNX
14201,54195,2.734600868139041,CITRIX SYSTEMS INC,CTXS,QUALYS INC,QLYS
10359,45865,2.7416228320111635,LATTICE SEMICONDUCTOR CORP,LSCC,HALOZYME THERAPEUTICS INC,HALO
